time,healthy,sick,recovered,dead
5.255000,1,9,174,12
5.260000,1,8,175,12
5.265000,1,7,176,12
5.270000,1,6,177,12
5.275000,1,6,177,12
5.280000,1,6,177,12
5.285000,1,6,177,12
5.290000,1,6,177,12
5.295000,1,6,177,12
5.300000,1,6,177,12
5.305000,1,6,177,12
5.310000,1,6,177,12
5.315000,1,6,177,12
5.320000,1,6,177,12
5.325000,1,6,177,12
5.330000,1,6,177,12
5.335000,1,5,178,12
5.340000,1,5,178,12
5.345000,1,5,178,12
5.350000,1,5,178,12
5.355000,1,5,178,12
5.360000,1,5,178,12
5.365000,1,5,178,12
5.370000,1,5,178,12
5.375000,1,5,178,12
5.380000,1,5,178,12
5.385000,1,5,178,12
5.390000,1,4,179,12
5.395000,1,4,179,12
5.400000,1,4,179,12
5.405000,1,4,179,12
5.410000,1,4,179,12
5.415000,1,4,179,12
5.420000,1,4,179,12
5.425000,1,4,179,12
5.430000,1,4,179,12
5.435000,1,4,179,12
5.440000,1,4,179,12
5.445000,1,4,179,12
5.450000,1,4,179,12
5.455000,1,4,179,12
5.460000,1,4,179,12
5.465000,1,4,179,12
5.470000,1,4,179,12
5.475000,1,4,179,12
5.480000,1,4,179,12
5.485000,1,4,179,12
5.490000,1,4,179,12
5.495000,1,4,179,12
5.500000,1,4,179,12
5.505000,1,3,180,12
5.510000,1,3,180,12
5.515000,1,3,180,12
5.520000,1,3,180,12
5.525000,1,3,180,12
5.530000,1,3,180,12
5.535000,1,3,180,12
5.540000,1,3,180,12
5.545000,1,3,180,12
5.550000,1,3,180,12
5.555000,1,3,180,12
5.560000,1,3,180,12
5.565000,1,3,180,12
5.570000,1,3,180,12
5.575000,1,3,180,12
5.580000,1,3,180,12
5.585000,1,3,180,12
5.590000,1,2,181,12
5.595000,1,2,181,12
5.600000,1,2,181,12
5.605000,1,2,181,12
5.610000,1,2,181,12
5.615000,1,2,181,12
5.620000,1,2,181,12
5.625000,1,2,181,12
5.630000,1,2,181,12
5.635000,1,2,181,12
5.640000,1,2,181,12
5.645000,1,2,181,12
5.650000,1,2,181,12
5.655000,1,2,181,12
5.660000,1,2,181,12
5.665000,1,2,181,12
5.670000,1,2,181,12
5.675000,1,2,181,12
5.680000,1,2,181,12
5.685000,1,2,181,12
5.690000,1,2,181,12
5.695000,1,2,181,12
5.700000,1,2,181,12
5.705000,1,2,181,12
5.710000,1,2,181,12
5.715000,1,2,181,12
5.720000,1,2,181,12
5.725000,1,2,181,12
5.730000,1,2,181,12
5.735000,1,2,181,12
5.740000,1,2,181,12
5.745000,1,2,181,12
5.750000,1,2,181,12
5.755000,1,2,181,12
5.760000,1,2,181,12
5.765000,1,2,181,12
5.770000,1,2,181,12
5.775000,1,2,181,12
5.780000,1,2,181,12
5.785000,1,2,181,12
5.790000,1,1,182,12
5.795000,1,1,182,12
5.800000,1,1,182,12
5.805000,1,1,182,12
5.810000,1,1,182,12
5.815000,1,1,182,12
5.820000,1,1,182,12
5.825000,1,1,182,12
5.830000,1,1,182,12
5.835000,1,1,182,12
5.840000,1,1,182,12
5.845000,1,1,182,12
5.850000,1,1,182,12
5.855000,1,1,182,12
5.860000,1,1,182,12
5.865000,1,1,182,12
5.870000,1,1,182,12
5.875000,1,1,182,12
5.880000,1,1,182,12
5.885000,1,1,182,12
5.890000,1,1,182,12
5.895000,1,1,182,12
5.900000,1,0,183,12
