time,x,y,health
0.000000,0.133333,0.866667,healthy
0.005000,0.137910,0.864652,healthy
0.010000,0.142486,0.862638,healthy
0.015000,0.147062,0.860624,healthy
0.020000,0.151639,0.858610,healthy
0.025000,0.156215,0.856595,healthy
0.030000,0.160791,0.854581,healthy
0.035000,0.165368,0.852567,healthy
0.040000,0.169944,0.850553,healthy
0.045000,0.174520,0.848538,healthy
0.050000,0.179097,0.846524,healthy
0.055000,0.183673,0.844510,healthy
0.060000,0.188249,0.842495,healthy
0.065000,0.192826,0.840481,healthy
0.070000,0.197402,0.838467,healthy
0.075000,0.201978,0.836453,healthy
0.080000,0.206554,0.834438,healthy
0.085000,0.211131,0.832424,healthy
0.090000,0.215707,0.830410,healthy
0.095000,0.220283,0.828396,healthy
0.100000,0.224860,0.826381,healthy
0.105000,0.229436,0.824367,healthy
0.110000,0.234012,0.822353,healthy
0.115000,0.238589,0.820338,healthy
0.120000,0.243165,0.818324,healthy
0.125000,0.247741,0.816310,healthy
0.130000,0.252318,0.814296,healthy
0.135000,0.256894,0.812281,healthy
0.140000,0.261470,0.810267,healthy
0.145000,0.266047,0.808253,healthy
0.150000,0.270623,0.806239,healthy
0.155000,0.275199,0.804224,healthy
0.160000,0.279776,0.802210,healthy
0.165000,0.284352,0.800196,healthy
0.170000,0.288928,0.798182,healthy
0.175000,0.293505,0.796167,healthy
0.180000,0.298081,0.794153,healthy
0.185000,0.302657,0.792139,healthy
0.190000,0.307234,0.790124,healthy
0.195000,0.311810,0.788110,healthy
0.200000,0.316386,0.786096,healthy
0.205000,0.320963,0.784082,healthy
0.210000,0.325539,0.782067,healthy
0.215000,0.330115,0.780053,healthy
0.220000,0.334691,0.778039,healthy
0.225000,0.339233,0.780131,healthy
0.230000,0.343774,0.782223,healthy
0.235000,0.348315,0.784315,healthy
0.240000,0.352856,0.786407,healthy
0.245000,0.357398,0.788500,healthy
0.250000,0.361939,0.790592,healthy
0.255000,0.366480,0.792684,healthy
0.260000,0.371021,0.794776,healthy
0.265000,0.375563,0.796868,healthy
0.270000,0.380104,0.798960,healthy
0.275000,0.384645,0.801053,healthy
0.280000,0.389186,0.803145,healthy
0.285000,0.386991,0.807637,healthy
0.290000,0.384796,0.812129,healthy
0.295000,0.382972,0.807474,healthy
0.300000,0.381147,0.802819,healthy
0.305000,0.379323,0.798164,healthy
0.310000,0.377498,0.793508,healthy
0.315000,0.375674,0.788853,healthy
0.320000,0.373849,0.784198,healthy
0.325000,0.369682,0.786961,healthy
0.330000,0.365515,0.789723,healthy
0.335000,0.361347,0.792486,healthy
0.340000,0.357180,0.795249,healthy
0.345000,0.353013,0.798012,healthy
0.350000,0.348845,0.800775,healthy
0.355000,0.344678,0.803537,healthy
0.360000,0.340511,0.806300,healthy
0.365000,0.343673,0.810173,healthy
0.370000,0.346835,0.814046,healthy
0.375000,0.349997,0.817919,healthy
0.380000,0.353160,0.821792,healthy
0.385000,0.356322,0.825665,healthy
0.390000,0.359484,0.829538,healthy
0.395000,0.360037,0.824569,healthy
0.400000,0.360591,0.819600,healthy
0.405000,0.361144,0.814631,healthy
0.410000,0.361698,0.809661,healthy
0.415000,0.362251,0.804692,healthy
0.420000,0.362805,0.799723,healthy
0.425000,0.363358,0.794753,healthy
0.430000,0.363912,0.789784,healthy
0.435000,0.364465,0.784815,healthy
0.440000,0.365019,0.779846,healthy
0.445000,0.365572,0.774876,healthy
0.450000,0.366125,0.769907,healthy
0.455000,0.368069,0.774514,healthy
0.460000,0.370013,0.779121,healthy
0.465000,0.371956,0.783727,healthy
0.470000,0.373900,0.788334,healthy
0.475000,0.375843,0.792941,healthy
0.480000,0.377787,0.797548,healthy
0.485000,0.379731,0.802155,healthy
0.490000,0.381674,0.806761,healthy
0.495000,0.383618,0.811368,healthy
0.500000,0.385561,0.815975,healthy
0.505000,0.387505,0.820582,healthy
0.510000,0.389449,0.825188,healthy
0.515000,0.391392,0.829795,healthy
0.520000,0.393336,0.834402,healthy
0.525000,0.395279,0.839009,healthy
0.530000,0.397223,0.843616,healthy
0.535000,0.399167,0.848222,healthy
0.540000,0.397223,0.843616,healthy
0.545000,0.395279,0.839009,healthy
0.550000,0.393336,0.834402,healthy
0.555000,0.391392,0.829795,healthy
0.560000,0.389449,0.825188,healthy
0.565000,0.391273,0.829844,healthy
0.570000,0.393098,0.834499,healthy
0.575000,0.394922,0.839154,healthy
0.580000,0.396746,0.843809,healthy
0.585000,0.398571,0.848465,healthy
0.590000,0.396746,0.843809,healthy
0.595000,0.394922,0.839154,healthy
0.600000,0.393098,0.834499,healthy
0.605000,0.391273,0.829844,healthy
0.610000,0.389449,0.825188,healthy
0.615000,0.387624,0.820533,healthy
0.620000,0.385800,0.815878,healthy
0.625000,0.383975,0.811223,healthy
0.630000,0.382151,0.806567,healthy
0.635000,0.380327,0.801912,healthy
0.640000,0.378502,0.797257,healthy
0.645000,0.376678,0.792602,healthy
0.650000,0.374853,0.787946,healthy
0.655000,0.373029,0.783291,healthy
0.660000,0.371204,0.778636,healthy
0.665000,0.373148,0.783243,healthy
0.670000,0.375092,0.787849,healthy
0.675000,0.377035,0.792456,healthy
0.680000,0.378979,0.797063,healthy
0.685000,0.380922,0.801670,healthy
0.690000,0.382866,0.806276,healthy
0.695000,0.384810,0.810883,healthy
0.700000,0.386753,0.815490,healthy
0.705000,0.388697,0.820097,healthy
0.710000,0.390640,0.824704,healthy
0.715000,0.392584,0.829310,healthy
0.720000,0.394528,0.833917,healthy
0.725000,0.396471,0.838524,healthy
0.730000,0.398415,0.843131,healthy
0.735000,0.400358,0.847738,healthy
0.740000,0.398415,0.843131,healthy
0.745000,0.396471,0.838524,healthy
0.750000,0.394528,0.833917,healthy
0.755000,0.392584,0.829310,healthy
0.760000,0.390640,0.824704,healthy
0.765000,0.388697,0.820097,healthy
0.770000,0.386753,0.815490,healthy
0.775000,0.388578,0.820145,healthy
0.780000,0.390402,0.824801,healthy
0.785000,0.392226,0.829456,healthy
0.790000,0.394051,0.834111,healthy
0.795000,0.395875,0.838766,healthy
0.800000,0.397700,0.843422,healthy
