time,x,y,health
0.000000,0.733333,0.733333,healthy
0.005000,0.732908,0.728351,healthy
0.010000,0.732483,0.723370,healthy
0.015000,0.732057,0.718388,healthy
0.020000,0.731632,0.713406,healthy
0.025000,0.731206,0.708424,healthy
0.030000,0.730274,0.713336,healthy
0.035000,0.729342,0.718249,healthy
0.040000,0.728409,0.723161,healthy
0.045000,0.727477,0.728073,healthy
0.050000,0.726545,0.732985,healthy
0.055000,0.725612,0.737898,healthy
0.060000,0.724680,0.742810,healthy
0.065000,0.723747,0.747722,healthy
0.070000,0.722815,0.752635,healthy
0.075000,0.721883,0.757547,healthy
0.080000,0.717840,0.754605,healthy
0.085000,0.713797,0.751663,healthy
0.090000,0.709754,0.748722,healthy
0.095000,0.705711,0.745780,healthy
0.100000,0.701668,0.742838,healthy
0.105000,0.697625,0.739896,healthy
0.110000,0.701492,0.736727,healthy
0.115000,0.705359,0.733558,healthy
0.120000,0.709227,0.730389,healthy
0.125000,0.713094,0.727220,healthy
0.130000,0.716962,0.724051,healthy
0.135000,0.720829,0.720881,healthy
0.140000,0.724696,0.717712,healthy
0.145000,0.728564,0.714543,healthy
0.150000,0.732431,0.711374,healthy
0.155000,0.736298,0.708205,healthy
0.160000,0.740166,0.705036,healthy
0.165000,0.744033,0.701867,healthy
0.170000,0.747901,0.698698,healthy
0.175000,0.751768,0.695529,healthy
0.180000,0.755635,0.692359,healthy
0.185000,0.759503,0.689190,healthy
0.190000,0.763370,0.686021,healthy
0.195000,0.767238,0.682852,healthy
0.200000,0.771105,0.679683,healthy
0.205000,0.774972,0.676514,healthy
0.210000,0.778840,0.673345,healthy
0.215000,0.782707,0.670176,healthy
0.220000,0.786575,0.667006,healthy
0.225000,0.790442,0.663837,healthy
0.230000,0.794309,0.660668,healthy
0.235000,0.798177,0.657499,healthy
0.240000,0.802044,0.654330,healthy
0.245000,0.805912,0.651161,healthy
0.250000,0.809779,0.647992,healthy
0.255000,0.813646,0.644823,healthy
0.260000,0.817514,0.641654,healthy
0.265000,0.821381,0.638484,healthy
0.270000,0.825248,0.635315,healthy
0.275000,0.829116,0.632146,healthy
0.280000,0.832983,0.628977,healthy
0.285000,0.836851,0.625808,healthy
0.290000,0.840718,0.622639,healthy
0.295000,0.844585,0.619470,healthy
0.300000,0.848453,0.616301,healthy
0.305000,0.852320,0.613132,healthy
0.310000,0.856188,0.609962,healthy
0.315000,0.860055,0.606793,healthy
0.320000,0.863922,0.603624,healthy
0.325000,0.867790,0.600455,healthy
0.330000,0.871657,0.597286,healthy
0.335000,0.875525,0.594117,healthy
0.340000,0.879392,0.590948,healthy
0.345000,0.883259,0.587779,healthy
0.350000,0.887127,0.584610,healthy
0.355000,0.890994,0.581440,healthy
0.360000,0.894862,0.578271,healthy
0.365000,0.898729,0.575102,healthy
0.370000,0.902596,0.571933,healthy
0.375000,0.902284,0.566943,healthy
0.380000,0.901971,0.561953,healthy
0.385000,0.901658,0.556962,healthy
0.390000,0.901345,0.551972,healthy
0.395000,0.901033,0.546982,healthy
0.400000,0.900720,0.541992,healthy
0.405000,0.900407,0.537002,healthy
0.410000,0.900094,0.532011,healthy
