time,x,y,health
0.000000,0.666667,0.333333,healthy
0.005000,0.662825,0.336533,healthy
0.010000,0.658982,0.339733,healthy
0.015000,0.655140,0.342932,healthy
0.020000,0.651298,0.346132,healthy
0.025000,0.647456,0.349332,healthy
0.030000,0.643614,0.352531,healthy
0.035000,0.639772,0.355731,healthy
0.040000,0.635930,0.358931,healthy
0.045000,0.632087,0.362130,healthy
0.050000,0.628245,0.365330,healthy
0.055000,0.624403,0.368530,healthy
0.060000,0.620561,0.371729,healthy
0.065000,0.616719,0.374929,healthy
0.070000,0.612877,0.378129,healthy
0.075000,0.609034,0.381328,healthy
0.080000,0.605192,0.384528,healthy
0.085000,0.609034,0.381328,healthy
0.090000,0.612877,0.378129,healthy
0.095000,0.616719,0.374929,healthy
0.100000,0.620561,0.371729,healthy
0.105000,0.624403,0.368530,healthy
0.110000,0.628245,0.365330,healthy
0.115000,0.632087,0.362130,healthy
0.120000,0.635930,0.358931,healthy
0.125000,0.639772,0.355731,healthy
0.130000,0.643614,0.352531,healthy
0.135000,0.647456,0.349332,healthy
0.140000,0.651298,0.346132,healthy
0.145000,0.655140,0.342932,healthy
0.150000,0.658982,0.339733,healthy
0.155000,0.662825,0.336533,healthy
0.160000,0.667802,0.337007,healthy
0.165000,0.672779,0.337481,healthy
0.170000,0.677757,0.337955,healthy
0.175000,0.682734,0.338430,healthy
0.180000,0.687712,0.338904,healthy
0.185000,0.692689,0.339378,healthy
0.190000,0.697667,0.339852,healthy
0.195000,0.702644,0.340326,healthy
0.200000,0.707622,0.340800,healthy
0.205000,0.712599,0.341274,healthy
0.210000,0.717577,0.341749,healthy
0.215000,0.722554,0.342223,healthy
0.220000,0.727532,0.342697,healthy
0.225000,0.732509,0.343171,healthy
0.230000,0.737487,0.343645,healthy
0.235000,0.742464,0.344119,healthy
0.240000,0.747441,0.344593,healthy
0.245000,0.752419,0.345068,healthy
0.250000,0.757396,0.345542,healthy
0.255000,0.762374,0.346016,healthy
0.260000,0.767351,0.346490,healthy
0.265000,0.772329,0.346964,healthy
0.270000,0.777306,0.347438,healthy
0.275000,0.782284,0.347912,healthy
0.280000,0.787261,0.348387,healthy
0.285000,0.782284,0.347912,healthy
0.290000,0.777306,0.347438,healthy
0.295000,0.772329,0.346964,healthy
0.300000,0.767351,0.346490,healthy
0.305000,0.762374,0.346016,healthy
0.310000,0.757396,0.345542,healthy
0.315000,0.752419,0.345068,healthy
0.320000,0.747441,0.344593,healthy
0.325000,0.742464,0.344119,healthy
0.330000,0.737487,0.343645,healthy
0.335000,0.732509,0.343171,healthy
0.340000,0.727532,0.342697,healthy
0.345000,0.722554,0.342223,healthy
0.350000,0.717577,0.341749,healthy
0.355000,0.712599,0.341274,healthy
0.360000,0.712174,0.336293,healthy
0.365000,0.711748,0.331311,healthy
0.370000,0.711323,0.326329,healthy
0.375000,0.710898,0.321347,healthy
0.380000,0.710472,0.316365,healthy
0.385000,0.710047,0.311383,healthy
0.390000,0.709622,0.306401,healthy
0.395000,0.709196,0.301419,healthy
0.400000,0.708771,0.296438,healthy
0.405000,0.708345,0.291456,healthy
0.410000,0.707920,0.286474,healthy
0.415000,0.707495,0.281492,healthy
0.420000,0.707069,0.276510,healthy
0.425000,0.706644,0.271528,healthy
0.430000,0.706219,0.266546,healthy
0.435000,0.705793,0.261564,healthy
0.440000,0.705368,0.256583,healthy
0.445000,0.704942,0.251601,healthy
0.450000,0.704517,0.246619,healthy
0.455000,0.704092,0.241637,healthy
0.460000,0.703666,0.236655,healthy
0.465000,0.703241,0.231673,healthy
0.470000,0.702816,0.226691,healthy
0.475000,0.702390,0.221710,healthy
0.480000,0.701965,0.216728,healthy
0.485000,0.701539,0.211746,healthy
0.490000,0.701114,0.206764,healthy
0.495000,0.700689,0.201782,healthy
0.500000,0.700263,0.196800,healthy
0.505000,0.699838,0.191818,healthy
0.510000,0.699413,0.186836,healthy
0.515000,0.698987,0.181855,healthy
0.520000,0.698562,0.176873,healthy
0.525000,0.698136,0.171891,healthy
0.530000,0.697711,0.166909,healthy
0.535000,0.697286,0.161927,healthy
0.540000,0.696860,0.156945,healthy
0.545000,0.696435,0.151963,healthy
0.550000,0.696010,0.146981,healthy
0.555000,0.695584,0.142000,healthy
0.560000,0.695159,0.137018,healthy
0.565000,0.694733,0.132036,healthy
0.570000,0.694308,0.127054,healthy
0.575000,0.693883,0.122072,healthy
0.580000,0.693457,0.117090,healthy
0.585000,0.693032,0.112108,healthy
0.590000,0.692607,0.107126,healthy
0.595000,0.692181,0.102145,healthy
0.600000,0.691756,0.097163,healthy
0.605000,0.691330,0.092181,healthy
0.610000,0.690905,0.087199,healthy
0.615000,0.690480,0.082217,healthy
0.620000,0.690054,0.077235,healthy
