time,x,y,health
0.000000,0.533333,0.866667,healthy
0.005000,0.538322,0.866330,healthy
0.010000,0.543311,0.865994,healthy
0.015000,0.548299,0.865658,healthy
0.020000,0.553288,0.865321,healthy
0.025000,0.558277,0.864985,healthy
0.030000,0.563265,0.864649,healthy
0.035000,0.568254,0.864312,healthy
0.040000,0.573243,0.863976,healthy
0.045000,0.578231,0.863640,healthy
0.050000,0.583220,0.863303,healthy
0.055000,0.578231,0.863640,healthy
0.060000,0.573243,0.863976,healthy
0.065000,0.568254,0.864312,healthy
0.070000,0.563265,0.864649,healthy
0.075000,0.558277,0.864985,healthy
0.080000,0.553288,0.865321,healthy
0.085000,0.548299,0.865658,healthy
0.090000,0.543311,0.865994,healthy
0.095000,0.538322,0.866330,healthy
0.100000,0.533333,0.866667,healthy
0.105000,0.528345,0.867003,healthy
0.110000,0.523356,0.867339,healthy
0.115000,0.518367,0.867676,healthy
0.120000,0.513379,0.868012,healthy
0.125000,0.508390,0.868348,healthy
0.130000,0.503401,0.868685,healthy
0.135000,0.498413,0.869021,healthy
0.140000,0.493424,0.869357,healthy
0.145000,0.488435,0.869694,healthy
0.150000,0.483447,0.870030,healthy
0.155000,0.488435,0.869694,healthy
0.160000,0.493424,0.869357,healthy
0.165000,0.498413,0.869021,healthy
0.170000,0.503401,0.868685,healthy
0.175000,0.508390,0.868348,healthy
0.180000,0.505072,0.872089,healthy
0.185000,0.501755,0.875830,healthy
0.190000,0.498437,0.879571,healthy
0.195000,0.495120,0.883312,healthy
0.200000,0.494372,0.888255,healthy
0.205000,0.493625,0.893199,healthy
0.210000,0.492877,0.898143,healthy
0.215000,0.495050,0.902647,healthy
0.220000,0.497222,0.907150,healthy
0.225000,0.499394,0.911653,healthy
0.230000,0.501567,0.916157,healthy
0.235000,0.503739,0.920660,healthy
0.240000,0.505911,0.925164,healthy
0.245000,0.508084,0.929667,healthy
0.250000,0.510256,0.934171,healthy
0.255000,0.512428,0.938674,healthy
0.260000,0.514601,0.943178,healthy
0.265000,0.516773,0.947681,healthy
0.270000,0.518945,0.952184,healthy
0.275000,0.521118,0.956688,healthy
0.280000,0.523290,0.961191,healthy
0.285000,0.525462,0.965695,healthy
0.290000,0.527635,0.970198,healthy
0.295000,0.529807,0.974702,healthy
0.300000,0.531979,0.979205,healthy
0.305000,0.534152,0.983708,healthy
0.310000,0.536324,0.988212,healthy
0.315000,0.538496,0.992715,healthy
0.320000,0.540669,0.988212,healthy
0.325000,0.542841,0.983708,healthy
0.330000,0.545013,0.979205,healthy
0.335000,0.547186,0.974702,healthy
0.340000,0.549358,0.970198,healthy
0.345000,0.551530,0.965695,healthy
0.350000,0.553703,0.961191,healthy
0.355000,0.555875,0.956688,healthy
0.360000,0.558047,0.952184,healthy
0.365000,0.560219,0.947681,healthy
0.370000,0.562392,0.943178,healthy
0.375000,0.564564,0.938674,healthy
0.380000,0.566736,0.934171,healthy
0.385000,0.568909,0.929667,healthy
0.390000,0.571081,0.925164,healthy
0.395000,0.573253,0.920660,healthy
0.400000,0.575426,0.916157,healthy
0.405000,0.577598,0.911653,healthy
0.410000,0.579770,0.907150,healthy
0.415000,0.581943,0.902647,healthy
0.420000,0.584115,0.898143,healthy
0.425000,0.581156,0.894113,healthy
0.430000,0.578196,0.890083,healthy
0.435000,0.582966,0.891580,healthy
0.440000,0.577971,0.891373,healthy
0.445000,0.572975,0.891166,healthy
0.450000,0.577516,0.893258,healthy
0.455000,0.582058,0.895350,healthy
0.460000,0.586599,0.897442,healthy
0.465000,0.591140,0.899534,healthy
0.470000,0.595681,0.901627,healthy
0.475000,0.600223,0.903719,healthy
0.480000,0.604764,0.905811,healthy
0.485000,0.609305,0.907903,healthy
0.490000,0.613846,0.909995,healthy
0.495000,0.618388,0.912087,healthy
0.500000,0.622929,0.914180,healthy
0.505000,0.627470,0.916272,healthy
0.510000,0.632011,0.918364,healthy
0.515000,0.636552,0.920456,healthy
0.520000,0.641094,0.922548,healthy
0.525000,0.645635,0.924640,healthy
0.530000,0.650176,0.926733,healthy
0.535000,0.654717,0.928825,healthy
0.540000,0.659259,0.930917,healthy
0.545000,0.663800,0.933009,healthy
0.550000,0.668341,0.935101,healthy
0.555000,0.672882,0.937193,healthy
0.560000,0.677424,0.939285,healthy
0.565000,0.681965,0.941378,healthy
0.570000,0.686506,0.943470,healthy
0.575000,0.691047,0.945562,healthy
0.580000,0.695589,0.947654,healthy
0.585000,0.700130,0.949746,healthy
0.590000,0.704671,0.951838,healthy
0.595000,0.709212,0.953931,healthy
0.600000,0.713754,0.956023,healthy
0.605000,0.718295,0.958115,healthy
0.610000,0.722836,0.960207,healthy
0.615000,0.727377,0.962299,healthy
0.620000,0.731919,0.964391,healthy
0.625000,0.736460,0.966483,healthy
0.630000,0.741001,0.968576,healthy
0.635000,0.745542,0.970668,healthy
0.640000,0.750084,0.972760,healthy
0.645000,0.754625,0.974852,healthy
0.650000,0.759166,0.976944,healthy
0.655000,0.763707,0.979036,healthy
0.660000,0.768249,0.981129,healthy
0.665000,0.772790,0.983221,healthy
0.670000,0.777331,0.985313,healthy
0.675000,0.781872,0.987405,healthy
0.680000,0.786413,0.989497,healthy
0.685000,0.790955,0.991589,healthy
0.690000,0.795496,0.989497,healthy
0.695000,0.800037,0.987405,healthy
0.700000,0.804578,0.985313,healthy
0.705000,0.809120,0.983221,healthy
0.710000,0.813661,0.981129,healthy
0.715000,0.818202,0.979036,healthy
0.720000,0.822743,0.976944,healthy
0.725000,0.827285,0.974852,healthy
0.730000,0.831826,0.972760,healthy
0.735000,0.836367,0.970668,healthy
0.740000,0.840908,0.968576,healthy
0.745000,0.845450,0.966483,healthy
0.750000,0.849991,0.964391,healthy
0.755000,0.854532,0.962299,healthy
0.760000,0.859073,0.960207,healthy
0.765000,0.863615,0.958115,healthy
0.770000,0.868156,0.956023,healthy
0.775000,0.872697,0.953931,healthy
0.780000,0.877238,0.951838,healthy
0.785000,0.881780,0.949746,healthy
0.790000,0.886321,0.947654,healthy
0.795000,0.890862,0.945562,healthy
0.800000,0.895403,0.943470,healthy
0.805000,0.899945,0.941378,healthy
0.810000,0.904486,0.939285,healthy
0.815000,0.909078,0.941263,healthy
0.820000,0.913670,0.943241,healthy
0.825000,0.918262,0.945219,healthy
0.830000,0.913670,0.943241,healthy
0.835000,0.909078,0.941263,healthy
0.840000,0.913619,0.939171,healthy
0.845000,0.918160,0.937079,healthy
0.850000,0.913619,0.939171,healthy
0.855000,0.909078,0.941263,healthy
0.860000,0.904537,0.943356,healthy
0.865000,0.899995,0.945448,healthy
0.870000,0.895454,0.947540,healthy
0.875000,0.890913,0.949632,healthy
0.880000,0.886372,0.951724,healthy
0.885000,0.881830,0.953816,healthy
0.890000,0.877289,0.955909,healthy
0.895000,0.872748,0.958001,healthy
0.900000,0.868207,0.960093,healthy
0.905000,0.863665,0.962185,healthy
0.910000,0.859124,0.964277,healthy
0.915000,0.854583,0.966369,healthy
0.920000,0.850042,0.968461,healthy
0.925000,0.845501,0.970554,healthy
0.930000,0.840959,0.972646,healthy
0.935000,0.836418,0.974738,healthy
0.940000,0.831877,0.976830,healthy
0.945000,0.827336,0.978922,healthy
0.950000,0.822794,0.981014,healthy
0.955000,0.818253,0.983107,healthy
0.960000,0.813712,0.985199,healthy
0.965000,0.809171,0.987291,healthy
0.970000,0.804629,0.989383,healthy
0.975000,0.800088,0.991475,healthy
0.980000,0.795547,0.989383,healthy
0.985000,0.791006,0.987291,healthy
0.990000,0.786464,0.985199,healthy
0.995000,0.781923,0.983107,healthy
1.000000,0.777382,0.981014,healthy
1.005000,0.772841,0.978922,healthy
1.010000,0.768299,0.976830,healthy
1.015000,0.763758,0.974738,healthy
1.020000,0.759217,0.972646,healthy
1.025000,0.754676,0.970554,healthy
1.030000,0.750134,0.968461,healthy
1.035000,0.745593,0.966369,healthy
1.040000,0.741052,0.964277,healthy
1.045000,0.736511,0.962185,healthy
1.050000,0.731969,0.960093,healthy
1.055000,0.727428,0.958001,healthy
1.060000,0.722887,0.955909,healthy
1.065000,0.718346,0.953816,healthy
1.070000,0.713804,0.951724,healthy
1.075000,0.709263,0.949632,healthy
1.080000,0.704722,0.947540,healthy
1.085000,0.700181,0.945448,healthy
1.090000,0.695640,0.943356,healthy
1.095000,0.691098,0.941263,healthy
1.100000,0.686557,0.939171,healthy
