time,x,y,health
0.000000,0.800000,0.533333,healthy
0.005000,0.797252,0.529156,healthy
0.010000,0.794505,0.524979,healthy
0.015000,0.791757,0.520801,healthy
0.020000,0.789009,0.516624,healthy
0.025000,0.786261,0.512447,healthy
0.030000,0.783514,0.508269,healthy
0.035000,0.780766,0.504092,healthy
0.040000,0.778018,0.499915,healthy
0.045000,0.775271,0.495737,healthy
0.050000,0.772523,0.491560,healthy
0.055000,0.769775,0.487383,healthy
0.060000,0.767027,0.483205,healthy
0.065000,0.764280,0.479028,healthy
0.070000,0.761532,0.474851,healthy
0.075000,0.758784,0.470673,healthy
0.080000,0.756036,0.466496,healthy
0.085000,0.753289,0.462319,healthy
0.090000,0.750541,0.458142,healthy
0.095000,0.747793,0.453964,healthy
0.100000,0.745046,0.449787,healthy
0.105000,0.742298,0.445610,healthy
0.110000,0.739550,0.441432,healthy
0.115000,0.736802,0.437255,healthy
0.120000,0.734055,0.433078,healthy
0.125000,0.731307,0.428900,healthy
0.130000,0.728559,0.424723,healthy
0.135000,0.725812,0.420546,healthy
0.140000,0.723064,0.416368,healthy
0.145000,0.720316,0.412191,healthy
0.150000,0.717568,0.408014,healthy
0.155000,0.714821,0.403836,healthy
0.160000,0.712073,0.399659,healthy
0.165000,0.709325,0.395482,healthy
0.170000,0.706577,0.391304,healthy
0.175000,0.703830,0.387127,healthy
0.180000,0.701082,0.382950,healthy
0.185000,0.698334,0.378772,healthy
0.190000,0.695587,0.374595,healthy
0.195000,0.692839,0.370418,healthy
0.200000,0.690091,0.366240,healthy
0.205000,0.687343,0.362063,healthy
0.210000,0.684596,0.357886,healthy
0.215000,0.681848,0.353708,healthy
0.220000,0.679100,0.349531,healthy
0.225000,0.676353,0.345354,healthy
0.230000,0.673605,0.341176,healthy
0.235000,0.670857,0.336999,healthy
0.240000,0.668109,0.332822,healthy
0.245000,0.665362,0.328645,healthy
0.250000,0.662614,0.324467,healthy
0.255000,0.659866,0.320290,healthy
0.260000,0.657118,0.316113,healthy
0.265000,0.654371,0.311935,healthy
0.270000,0.651341,0.315912,healthy
0.275000,0.648310,0.319890,healthy
0.280000,0.645280,0.323867,healthy
0.285000,0.642250,0.327844,healthy
0.290000,0.639220,0.331821,healthy
0.295000,0.636189,0.335798,healthy
0.300000,0.633159,0.339775,healthy
0.305000,0.630129,0.343752,healthy
0.310000,0.627099,0.347730,healthy
0.315000,0.624069,0.351707,healthy
0.320000,0.621038,0.355684,healthy
0.325000,0.618008,0.359661,healthy
0.330000,0.614978,0.363638,healthy
0.335000,0.611948,0.367615,healthy
0.340000,0.608917,0.371593,healthy
0.345000,0.605887,0.375570,healthy
0.350000,0.602857,0.379547,healthy
0.355000,0.599827,0.383524,healthy
0.360000,0.602857,0.379547,healthy
0.365000,0.605887,0.375570,healthy
0.370000,0.608917,0.371593,healthy
0.375000,0.605075,0.374792,healthy
0.380000,0.601233,0.377992,healthy
0.385000,0.597391,0.381192,healthy
0.390000,0.601233,0.377992,healthy
0.395000,0.605075,0.374792,healthy
0.400000,0.608917,0.371593,healthy
0.405000,0.612760,0.368393,healthy
0.410000,0.616602,0.365193,healthy
0.415000,0.620444,0.361994,healthy
0.420000,0.624286,0.358794,healthy
0.425000,0.628128,0.355594,healthy
0.430000,0.631970,0.352395,healthy
