time,x,y,health
0.000000,0.866667,0.666667,healthy
0.005000,0.863174,0.670245,healthy
0.010000,0.859681,0.673823,healthy
0.015000,0.856189,0.677401,healthy
0.020000,0.852696,0.680979,healthy
0.025000,0.849204,0.684556,healthy
0.030000,0.845711,0.688134,healthy
0.035000,0.842219,0.691712,healthy
0.040000,0.838726,0.695290,healthy
0.045000,0.835233,0.698868,healthy
0.050000,0.831741,0.702446,healthy
0.055000,0.828248,0.706024,healthy
0.060000,0.824756,0.709602,healthy
0.065000,0.821263,0.713180,healthy
0.070000,0.817770,0.716758,healthy
0.075000,0.814278,0.720336,healthy
0.080000,0.817770,0.716758,healthy
0.085000,0.821263,0.713180,healthy
0.090000,0.824756,0.709602,healthy
0.095000,0.828248,0.706024,healthy
0.100000,0.831741,0.702446,healthy
0.105000,0.835233,0.698868,healthy
0.110000,0.838726,0.695290,healthy
0.115000,0.842219,0.691712,healthy
0.120000,0.845711,0.688134,healthy
0.125000,0.849204,0.684556,healthy
0.130000,0.852696,0.680979,healthy
0.135000,0.856189,0.677401,healthy
0.140000,0.859681,0.673823,healthy
0.145000,0.863174,0.670245,healthy
0.150000,0.866667,0.666667,healthy
0.155000,0.870159,0.663089,healthy
0.160000,0.873652,0.659511,healthy
0.165000,0.877144,0.655933,healthy
0.170000,0.880637,0.652355,healthy
0.175000,0.884130,0.648777,healthy
0.180000,0.887622,0.645199,healthy
0.185000,0.891115,0.641621,healthy
0.190000,0.894607,0.638043,healthy
0.195000,0.898100,0.634465,healthy
0.200000,0.901593,0.630887,healthy
0.205000,0.905085,0.627309,healthy
0.210000,0.908578,0.623731,healthy
0.215000,0.912070,0.620153,healthy
0.220000,0.915563,0.616575,healthy
0.225000,0.919056,0.612997,healthy
0.230000,0.915563,0.616575,healthy
0.235000,0.912070,0.620153,healthy
0.240000,0.908578,0.623731,healthy
0.245000,0.905085,0.627309,healthy
0.250000,0.901593,0.630887,healthy
0.255000,0.898100,0.634465,healthy
0.260000,0.894607,0.638043,healthy
0.265000,0.891115,0.641621,healthy
0.270000,0.887622,0.645199,healthy
0.275000,0.884130,0.648777,healthy
0.280000,0.880637,0.652355,healthy
0.285000,0.877144,0.655933,healthy
0.290000,0.873652,0.659511,healthy
0.295000,0.870159,0.663089,healthy
0.300000,0.866667,0.666667,healthy
0.305000,0.863174,0.670245,healthy
0.310000,0.859681,0.673823,healthy
0.315000,0.856189,0.677401,healthy
0.320000,0.852696,0.680979,healthy
0.325000,0.849204,0.684556,healthy
0.330000,0.845711,0.688134,healthy
0.335000,0.842219,0.691712,healthy
0.340000,0.838726,0.695290,healthy
0.345000,0.835233,0.698868,healthy
0.350000,0.832646,0.694590,healthy
0.355000,0.830059,0.690311,healthy
0.360000,0.827472,0.686032,healthy
0.365000,0.824885,0.681754,healthy
0.370000,0.822298,0.677475,healthy
0.375000,0.819710,0.673197,healthy
0.380000,0.817123,0.668918,healthy
0.385000,0.814536,0.664639,healthy
0.390000,0.811949,0.660361,healthy
0.395000,0.809362,0.656082,healthy
0.400000,0.806775,0.651803,healthy
0.405000,0.804187,0.647525,healthy
0.410000,0.801600,0.643246,healthy
0.415000,0.799013,0.638968,healthy
0.420000,0.796426,0.634689,healthy
0.425000,0.793839,0.630410,healthy
0.430000,0.791252,0.626132,healthy
0.435000,0.788665,0.621853,healthy
0.440000,0.786077,0.617574,healthy
0.445000,0.783490,0.613296,healthy
0.450000,0.780903,0.609017,healthy
0.455000,0.778316,0.604739,healthy
0.460000,0.775729,0.600460,healthy
0.465000,0.773142,0.596181,healthy
0.470000,0.778141,0.596133,healthy
0.475000,0.783141,0.596085,healthy
0.480000,0.778141,0.596133,healthy
0.485000,0.773142,0.596181,healthy
0.490000,0.768142,0.596230,healthy
0.495000,0.768468,0.601219,healthy
0.500000,0.768794,0.606208,healthy
0.505000,0.766137,0.601972,healthy
0.510000,0.763481,0.597737,healthy
0.515000,0.760824,0.593501,healthy
0.520000,0.758168,0.589265,healthy
0.525000,0.755511,0.585029,healthy
0.530000,0.752855,0.580793,healthy
0.535000,0.750198,0.576557,healthy
0.540000,0.747542,0.572321,healthy
0.545000,0.744885,0.568085,healthy
0.550000,0.742229,0.563849,healthy
0.555000,0.739572,0.559613,healthy
0.560000,0.736916,0.555378,healthy
0.565000,0.740233,0.551637,healthy
0.570000,0.743551,0.547896,healthy
0.575000,0.746868,0.544155,healthy
0.580000,0.750186,0.540414,healthy
0.585000,0.753503,0.536673,healthy
0.590000,0.756821,0.532933,healthy
0.595000,0.760139,0.529192,healthy
0.600000,0.763456,0.525451,healthy
0.605000,0.766774,0.521710,healthy
0.610000,0.770091,0.517969,healthy
0.615000,0.773409,0.514228,healthy
0.620000,0.776726,0.510488,healthy
0.625000,0.780044,0.506747,healthy
0.630000,0.783361,0.503006,healthy
0.635000,0.786679,0.499265,healthy
0.640000,0.789997,0.495524,healthy
0.645000,0.793314,0.491783,healthy
0.650000,0.796632,0.488043,healthy
0.655000,0.799949,0.484302,healthy
0.660000,0.796632,0.488043,healthy
0.665000,0.793314,0.491783,healthy
0.670000,0.790053,0.487994,healthy
0.675000,0.786791,0.484204,healthy
0.680000,0.783530,0.480414,healthy
0.685000,0.780269,0.476624,healthy
0.690000,0.777007,0.472834,healthy
0.695000,0.773746,0.469044,healthy
0.700000,0.770485,0.465254,healthy
0.705000,0.767223,0.461464,healthy
0.710000,0.763962,0.457674,healthy
0.715000,0.760701,0.453884,healthy
0.720000,0.757439,0.450094,healthy
0.725000,0.754178,0.446304,healthy
0.730000,0.750917,0.442514,healthy
0.735000,0.747655,0.438724,healthy
0.740000,0.744394,0.434934,healthy
0.745000,0.741133,0.431144,healthy
0.750000,0.737871,0.427355,healthy
0.755000,0.734610,0.423565,healthy
0.760000,0.731349,0.419775,healthy
0.765000,0.728087,0.415985,healthy
0.770000,0.724826,0.412195,healthy
0.775000,0.721565,0.408405,healthy
0.780000,0.718303,0.404615,healthy
0.785000,0.715042,0.400825,healthy
0.790000,0.711781,0.397035,healthy
0.795000,0.708519,0.393245,healthy
0.800000,0.705258,0.389455,healthy
0.805000,0.701996,0.385665,healthy
0.810000,0.698735,0.381875,healthy
0.815000,0.695474,0.378085,healthy
0.820000,0.692212,0.374295,healthy
0.825000,0.688951,0.370505,healthy
0.830000,0.685690,0.366716,healthy
0.835000,0.682428,0.362926,healthy
0.840000,0.679167,0.359136,healthy
0.845000,0.675906,0.355346,healthy
0.850000,0.672644,0.351556,healthy
0.855000,0.669383,0.347766,healthy
0.860000,0.666122,0.343976,healthy
0.865000,0.662860,0.340186,healthy
0.870000,0.659599,0.336396,healthy
